C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C12,C13,C15,C16,C20,C21,C22,C23,C24,C25,C27,C28,C29,C30,C33,C40,C46,C52,C54,C59,C68,C69,C80
0.0,1.0,14.875904863681814,0.0,0.0,6.0,6.0,0.373888889,2.3607606812486885,0.226595238,4.0,0.022685185,8.953257627,2.0,0.0,0.6577806030000006,2.837866927,9.735185593999999,0.0,0.0,0.8278874090000277,0.0,0.5383748960000077,0.0,0.0,0.0,1.251557493,0.0,3.852746211999999,0.0,0.0,0.0,1.0
5.3573793180000004,1.6161111110000028,16.863484664516573,16.905376970904758,0.71957265,10.628624043000004,2.199005674000023,0.0,1.7886755572486923,0.0,0.26085332600000827,0.0,1.0,1.0,0.0,0.870334693,2.0,0.0,1.4395458669999996,0.98,1.793705808,0.0,0.539690476,0.0,0.0,5.889629764,0.0,1.5334417250000008,15.835279544999999,0.0,0.0,0.0,0.664444444
0.592060177000002,0.0,13.14470274500002,0.251140873,0.2775,10.883343563000004,2.0,0.6025623079999995,1.9189655820000036,0.0,0.0,0.0,0.0,2.3750811740000026,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35732836700000103,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5.0,0.0,0.3003786530000241,8.841933339999999,1.0,0.7976388889999999,51.88471689100001,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.409106963000003,0.0,3.944571429,0.0,0.0,10.335952545000001,0.0,4.710820193000004,0.0,13.0,0.6495136950000018

C1,C2,C3,C4,C5,C6,C7,C8,C9,C12,C15,C16,C20,C22,C23,C25,C27,C29,C30,C33,C34,C40,C44,C45,C46,C52,C53,C54,C68,C69,C78,C110,C117
0.8820615773115773,0.0,8.0,0.0,0.6089583333333334,0.0,0.0,3.763631271506272,1.0,0.0,0.0,0.7159203574203574,0.0,9.0,0.0,0.0,0.4640404040404041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,16.858099184000004,0.0,0.0,6.0,4.88283577996078,0.0,7.0,9.0,2.0,3.0,0.0,2.8208005050505083,13.898521700521702,0.0,0.0,0.8356171717171716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7671468762718763,4.0
1.7010416586229324,0.0,22.829066401746125,0.0,1.5550000000000002,0.0,2.0,4.336942293817294,2.1792663012913005,0.0,0.7276793576793577,0.3634941262441246,0.0,3.4260537004905474,1.7929140442890443,0.0,1.0,0.807879293,0.0,0.9822222222222223,4.521904761904762,0.0,0.0,3.6875,0.0,0.5833495596995599,0.0,0.0,0.0,0.0,1.0,2.6147189847189845,2.244294871794871
5.0,0.085727513,8.873131916314604,0.7810012210012209,0.0,2.5880772005772004,4.762685999479925,0.0,3.2701780488030487,1.9808455211455218,1.0,1.0656107734857736,0.0,1.951739676989677,2.530356883856884,0.0,0.4892741702741703,0.0,0.0,0.2659090909090909,0.0,0.062626263,0.0,0.0,1.488368686868687,1.1468231028231028,0.0,0.0,0.0,0.0,1.5222979797979799,4.892873931623932,2.9397863247863207
5.0,1.0,23.84836609832332,0.0,0.0,9.0,0.8170011472950729,0.5366981351981348,6.0,0.723547656,11.0,2.0,0.0,11.809796777321123,10.0,1.7872619050000007,1.0,0.812190476190476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.816017316017316,8.704166666666667,0.0,0.0,4.0,0.0,23.508089780589778
